json_data,list-card-link href,list-card-addr,list-card-extra-info,list-card-price,list-card-details,list-card-label,list-card-details 2,list-card-label 2,list-card-details 3,list-card-label 3,list-card-statusText,list-card-variable-text,list-card-link src,j
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""544 Manhattan Ave Apt 4d, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""544 Manhattan Ave APT 4D"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.722025,""longitude"":-73.949289},""url"":""https://www.zillow.com/homedetails/544-Manhattan-Ave-APT-4D-Brooklyn-NY-11222/2090250622_zpid/""}",https://www.zillow.com/homedetails/544-Manhattan-Ave-APT-4D-Brooklyn-NY-11222/2090250622_zpid/,"544 Manhattan Ave APT 4D, Brooklyn, NY 11222",LISTING BY: BROOKLYN PROPERTIES,"$2,850/mo",1,bd,1,ba,--,sqft,Apartment for rent,6 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""276 Nassau Ave #11b, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""276 Nassau Ave #11B"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.725959,""longitude"":-73.939944},""url"":""https://www.zillow.com/homedetails/276-Nassau-Ave-11B-Brooklyn-NY-11222/2072974171_zpid/""}",https://www.zillow.com/homedetails/276-Nassau-Ave-11B-Brooklyn-NY-11222/2072974171_zpid/,"276 Nassau Ave #11B, Brooklyn, NY 11222",LISTING BY: GOTHAM RENTALS & SALES LLC,"$1,825/mo",1,bd,1,ba,--,sqft,Apartment for rent,6 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home
,https://www.zillow.com/b/248-driggs-ave-brooklyn-ny-3nmf/,"248 Driggs Ave, Brooklyn, NY",,"$2,949+",,2 bds,,,,,,7 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""181 Engert Ave #3l, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""181 Engert Ave #3L"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.722065,""longitude"":-73.942813},""url"":""https://www.zillow.com/homedetails/181-Engert-Ave-3L-Brooklyn-NY-11222/2072981787_zpid/""}",https://www.zillow.com/homedetails/181-Engert-Ave-3L-Brooklyn-NY-11222/2072981787_zpid/,"181 Engert Ave #3L, Brooklyn, NY 11222",LISTING BY: NOOKLYN.COM LLC (516-306-7035),"$1,750/mo",1,bd,1,ba,--,sqft,Apartment for rent,7 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""153 Freeman St Apt 3r, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""153 Freeman St APT 3R"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.734598,""longitude"":-73.955719},""url"":""https://www.zillow.com/homedetails/153-Freeman-St-APT-3R-Brooklyn-NY-11222/2073003063_zpid/""}",https://www.zillow.com/homedetails/153-Freeman-St-APT-3R-Brooklyn-NY-11222/2073003063_zpid/,"153 Freeman St APT 3R, Brooklyn, NY 11222","LISTING BY: PROPER REAL ESTATE, LLC (718-389-5833)","$1,700/mo",1,bd,1,ba,--,sqft,Apartment for rent,7 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""737 Meeker Ave #3f, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""737 Meeker Ave #3F"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.723889,""longitude"":-73.938791},""url"":""https://www.zillow.com/homedetails/737-Meeker-Ave-3F-Brooklyn-NY-11222/2073005377_zpid/""}",https://www.zillow.com/homedetails/737-Meeker-Ave-3F-Brooklyn-NY-11222/2073005377_zpid/,"737 Meeker Ave #3F, Brooklyn, NY 11222",LISTING BY: URBAN PADS (914-980-1330),"$3,200/mo",5,bds,2,ba,--,sqft,Apartment for rent,7 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""123 Calyer St #2, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,000""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""123 Calyer St #2"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.727361,""longitude"":-73.956319},""url"":""https://www.zillow.com/homedetails/123-Calyer-St-2-Brooklyn-NY-11222/2102580861_zpid/""}",https://www.zillow.com/homedetails/123-Calyer-St-2-Brooklyn-NY-11222/2102580861_zpid/,"123 Calyer St #2, Brooklyn, NY 11222",LISTING BY: CODA REAL ESTATE NYC (347-237-7007),"$2,499/mo",2,bds,1,ba,"1,000",sqft,Apartment for rent,7 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""100 India St Apt 2r, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""980""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""100 India St APT 2R"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.731948,""longitude"":-73.956312},""url"":""https://www.zillow.com/homedetails/100-India-St-APT-2R-Brooklyn-NY-11222/2101366066_zpid/""}",https://www.zillow.com/homedetails/100-India-St-APT-2R-Brooklyn-NY-11222/2101366066_zpid/,"100 India St APT 2R, Brooklyn, NY 11222",LISTING BY: EXIT ALL SEASONS REALTY,"$2,999/mo",3,bds,1,ba,980,sqft,Apartment for rent,7 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home
,https://www.zillow.com/b/929-lorimer-st-brooklyn-ny-3nNG/,"929 Lorimer St, Brooklyn, NY",,"$2,500+",,1 bd,,,,,,7 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""203 Norman Ave Apt 5, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""203 Norman Ave APT 5"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.727508,""longitude"":-73.946199},""url"":""https://www.zillow.com/homedetails/203-Norman-Ave-APT-5-Brooklyn-NY-11222/2087962577_zpid/""}",https://www.zillow.com/homedetails/203-Norman-Ave-APT-5-Brooklyn-NY-11222/2087962577_zpid/,"203 Norman Ave APT 5, Brooklyn, NY 11222",LISTING BY: DOUGLAS ELLIMAN (718-486-4491),"$2,410/mo",2,bds,1,ba,--,sqft,Apartment for rent,7 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""182a Eckford St #3, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""182A Eckford St #3"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.725697,""longitude"":-73.949564},""url"":""https://www.zillow.com/homedetails/182A-Eckford-St-3-Brooklyn-NY-11222/2097636347_zpid/""}",https://www.zillow.com/homedetails/182A-Eckford-St-3-Brooklyn-NY-11222/2097636347_zpid/,"182A Eckford St #3, Brooklyn, NY 11222",LISTING BY: NATIVE REAL ESTATE LLC (570-350-5670),"$2,200/mo",1,bd,1,ba,--,sqft,Apartment for rent,8 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""145 Norman Ave Apt 1, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""145 Norman Ave APT 1"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.726601,""longitude"":-73.948945},""url"":""https://www.zillow.com/homedetails/145-Norman-Ave-APT-1-Brooklyn-NY-11222/2073030311_zpid/""}",https://www.zillow.com/homedetails/145-Norman-Ave-APT-1-Brooklyn-NY-11222/2073030311_zpid/,"145 Norman Ave APT 1, Brooklyn, NY 11222",LISTING BY: NATIVE REAL ESTATE LLC (570-350-5670),"$2,100/mo",1,bd,1,ba,--,sqft,Apartment for rent,8 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""928 Manhattan Ave Floor 3, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,100""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""928 Manhattan Ave FLOOR 3"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.731114,""longitude"":-73.954141},""url"":""https://www.zillow.com/homedetails/928-Manhattan-Ave-FLOOR-3-Brooklyn-NY-11222/2073032512_zpid/""}",https://www.zillow.com/homedetails/928-Manhattan-Ave-FLOOR-3-Brooklyn-NY-11222/2073032512_zpid/,"928 Manhattan Ave FLOOR 3, Brooklyn, NY 11222",LISTING BY: NATIVE REAL ESTATE LLC (917-301-3528),"$3,500/mo",3,bds,1.5,ba,"1,100",sqft,Apartment for rent,8 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home
,https://www.zillow.com/b/1-blue-slip-brooklyn-ny-BLxDrJ/,"One Blue Slip | 1 Blue Slip, Brooklyn, NY",,"$2,900+","$3,445+",Studio,,1 bd,,,,8 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""168 Driggs Ave #3l, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""168 Driggs Ave #3L"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.723185,""longitude"":-73.945309},""url"":""https://www.zillow.com/homedetails/168-Driggs-Ave-3L-Brooklyn-NY-11222/2073038644_zpid/""}",https://www.zillow.com/homedetails/168-Driggs-Ave-3L-Brooklyn-NY-11222/2073038644_zpid/,"168 Driggs Ave #3L, Brooklyn, NY 11222",LISTING BY: NATIVE REAL ESTATE LLC (347-348-6137),"$2,200/mo",1,bd,1,ba,--,sqft,Apartment for rent,8 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""188 Nassau Ave Apt 3l, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""850""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""188 Nassau Ave APT 3L"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.725239,""longitude"":-73.945602},""url"":""https://www.zillow.com/homedetails/188-Nassau-Ave-APT-3L-Brooklyn-NY-11222/2101255735_zpid/""}",https://www.zillow.com/homedetails/188-Nassau-Ave-APT-3L-Brooklyn-NY-11222/2101255735_zpid/,"188 Nassau Ave APT 3L, Brooklyn, NY 11222",LISTING BY: GRAND TOWN LISTINGS,"$2,400/mo",1,bd,1,ba,850,sqft,Apartment for rent,8 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""188 Engert Ave Apt 3r, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""188 Engert Ave APT 3R"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.721572,""longitude"":-73.943314},""url"":""https://www.zillow.com/homedetails/188-Engert-Ave-APT-3R-Brooklyn-NY-11222/2073055398_zpid/""}",https://www.zillow.com/homedetails/188-Engert-Ave-APT-3R-Brooklyn-NY-11222/2073055398_zpid/,"188 Engert Ave APT 3R, Brooklyn, NY 11222",LISTING BY: CORCORAN,"$2,200/mo",1,bd,1,ba,--,sqft,Apartment for rent,8 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""604 Manhattan Ave Apt 1r, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""600""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""604 Manhattan Ave APT 1R"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.723307,""longitude"":-73.950209},""url"":""https://www.zillow.com/homedetails/604-Manhattan-Ave-APT-1R-Brooklyn-NY-11222/2083130545_zpid/""}",https://www.zillow.com/homedetails/604-Manhattan-Ave-APT-1R-Brooklyn-NY-11222/2083130545_zpid/,"604 Manhattan Ave APT 1R, Brooklyn, NY 11222",LISTING BY: REALTY COLLECTIVE (718-834-1440),"$1,950/mo",1,bd,1,ba,600,sqft,Apartment for rent,8 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home
,https://www.zillow.com/b/eleven33-brooklyn-ny-5tz59z/,"1133 Manhattan Ave, Brooklyn, NY",,"$3,200+",,1 bd,,,,,,8 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""166 Monitor St Apt 3, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""166 Monitor St APT 3"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.72497,""longitude"":-73.942215},""url"":""https://www.zillow.com/homedetails/166-Monitor-St-APT-3-Brooklyn-NY-11222/2073058279_zpid/""}",https://www.zillow.com/homedetails/166-Monitor-St-APT-3-Brooklyn-NY-11222/2073058279_zpid/,"166 Monitor St APT 3, Brooklyn, NY 11222",LISTING BY: SALLY RAIA LLC (347-423-5938),"$3,200/mo",3,bds,1,ba,--,sqft,Apartment for rent,8 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""76 N Henry St Apt 2r, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""76 N Henry St APT 2R"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.721692,""longitude"":-73.942696},""url"":""https://www.zillow.com/homedetails/76-N-Henry-St-APT-2R-Brooklyn-NY-11222/2073060814_zpid/""}",https://www.zillow.com/homedetails/76-N-Henry-St-APT-2R-Brooklyn-NY-11222/2073060814_zpid/,"76 N Henry St APT 2R, Brooklyn, NY 11222",LISTING BY: THE IN HOUSE GROUP (917-239-4425),"$2,000/mo",1,bd,1,ba,--,sqft,Apartment for rent,8 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""58 Hausman St Floor 1, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,000""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""58 Hausman St FLOOR 1"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.725417,""longitude"":-73.93862},""url"":""https://www.zillow.com/homedetails/58-Hausman-St-FLOOR-1-Brooklyn-NY-11222/2073060852_zpid/""}",https://www.zillow.com/homedetails/58-Hausman-St-FLOOR-1-Brooklyn-NY-11222/2073060852_zpid/,"58 Hausman St FLOOR 1, Brooklyn, NY 11222",,"$3,199/mo",2,bds,1,ba,"1,000",sqft,Apartment for rent,8 days ago,https://photos.zillowstatic.com/fp/213ac440f1db865ff2b9ca5057d830d1-p_e.jpg,Save this home
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""221 Calyer St Apt 3l, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""221 Calyer St APT 3L"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.728929,""longitude"":-73.95146},""url"":""https://www.zillow.com/homedetails/221-Calyer-St-APT-3L-Brooklyn-NY-11222/2095421022_zpid/""}",https://www.zillow.com/homedetails/221-Calyer-St-APT-3L-Brooklyn-NY-11222/2095421022_zpid/,"221 Calyer St APT 3L, Brooklyn, NY 11222",LISTING BY: ALPINE REALTY (917-714-8925),"$2,150/mo",2,bds,1,ba,--,sqft,Apartment for rent,8 days ago,https://photos.zillowstatic.com/fp/370976e6cafa242e2a36e488b3359a7c-p_e.jpg,Save this home
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""76 Franklin St Apt 2r, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""775""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""76 Franklin St APT 2R"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.72723,""longitude"":-73.956859},""url"":""https://www.zillow.com/homedetails/76-Franklin-St-APT-2R-Brooklyn-NY-11222/2081004129_zpid/""}",https://www.zillow.com/homedetails/76-Franklin-St-APT-2R-Brooklyn-NY-11222/2081004129_zpid/,"76 Franklin St APT 2R, Brooklyn, NY 11222",,"$3,450/mo",2,bds,1,ba,775,sqft,Apartment for rent,8 days ago,https://photos.zillowstatic.com/fp/705f5386e23ccc779fb7787496ad5c42-p_e.jpg,Save this home
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""946 Manhattan Ave Apt 3f, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""570""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""946 Manhattan Ave APT 3F"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.731532,""longitude"":-73.954164},""url"":""https://www.zillow.com/homedetails/946-Manhattan-Ave-APT-3F-Brooklyn-NY-11222/2097117936_zpid/""}",https://www.zillow.com/homedetails/946-Manhattan-Ave-APT-3F-Brooklyn-NY-11222/2097117936_zpid/,"946 Manhattan Ave APT 3F, Brooklyn, NY 11222",,"$2,300/mo",1,bd,1,ba,570,sqft,Apartment for rent,8 days ago,https://photos.zillowstatic.com/fp/d3b0b91fcef324bf1a039c85707dc1cb-p_e.jpg,Save this home
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""106 Greenpoint Ave Apt 4l, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""650""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""106 Greenpoint Ave APT 4L"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.729734,""longitude"":-73.956597},""url"":""https://www.zillow.com/homedetails/106-Greenpoint-Ave-APT-4L-Brooklyn-NY-11222/2100203458_zpid/""}",https://www.zillow.com/homedetails/106-Greenpoint-Ave-APT-4L-Brooklyn-NY-11222/2100203458_zpid/,"106 Greenpoint Ave APT 4L, Brooklyn, NY 11222","LISTING BY: MICHAL KURAS, LREB (646-284-2026)","$2,100/mo",1,bd,1,ba,650,sqft,Apartment for rent,8 days ago,https://photos.zillowstatic.com/fp/78ba2348a940b4e8b26b30e1f05359ab-p_e.jpg,Save this home
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""36 Driggs Ave Apt 3r, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""36 Driggs Ave APT 3R"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.723654,""longitude"":-73.940206},""url"":""https://www.zillow.com/homedetails/36-Driggs-Ave-APT-3R-Brooklyn-NY-11222/2106107866_zpid/""}",https://www.zillow.com/homedetails/36-Driggs-Ave-APT-3R-Brooklyn-NY-11222/2106107866_zpid/,"36 Driggs Ave APT 3R, Brooklyn, NY 11222",LISTING BY: HIGHLINE RESIDENTIAL,"$2,500/mo",2,bds,1,ba,--,sqft,Apartment for rent,Open: Fri. 8am-8pm,https://photos.zillowstatic.com/fp/fd397cfa0f978add28f84f42e19ee057-p_e.jpg,Save this home
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""756 Leonard St Apt 3r, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""756 Leonard St APT 3R"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.730125,""longitude"":-73.953256},""url"":""https://www.zillow.com/homedetails/756-Leonard-St-APT-3R-Brooklyn-NY-11222/2088806228_zpid/""}",https://www.zillow.com/homedetails/756-Leonard-St-APT-3R-Brooklyn-NY-11222/2088806228_zpid/,"756 Leonard St APT 3R, Brooklyn, NY 11222",LISTING BY: CORCORAN,"$1,890/mo",1,bd,1,ba,--,sqft,Apartment for rent,Open: Sat. 3-4pm,https://photos.zillowstatic.com/fp/63dead2f7637a186ab25f6a89f45d8d1-p_e.jpg,Save this home
